L1 (%),L1 bins (% | % | % | %),L2 (%),L2 bins (% | % | % | %),L3 (%),L3 bins (% | % | % | %),DRAM (%),DRAM bins (% | % | % | %),Location,Line Number,Line,Function,Assembly
100.00,98.72 | 0.00 | 0.64 | 0.64,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,321,"    verify_args.comparator = &internal_key_comp;",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,str x22  [sp  #0x70]
100.00,22.22 | 76.39 | 1.39 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,327,"  }",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,ldp x23  x24  [sp  #0x30]
100.00,97.18 | 2.11 | 0.70 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,898,"      *out_next = next;",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,str x19  [x0  x24]
100.00,99.28 | 0.72 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/db/lookup_key.h,43,"    return Slice(kstart_, static_cast<size_t>(end_ - kstart_ - 8));",_ZN7rocksdb19ReadBenchmarkThread8callbackEPvPKc,ldr x1  [x5  #0x10]
100.00,17.61 | 81.69 | 0.70 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,327,"  }",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,ldp x21  x22  [sp  #0x20]
100.00,100.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,(null),0,(null),(null),(null)
100.00,99.28 | 0.72 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/db/lookup_key.h,43,"    return Slice(kstart_, static_cast<size_t>(end_ - kstart_ - 8));",_ZN7rocksdb19ReadBenchmarkThread8callbackEPvPKc,ldr x4  [x5  #8]
100.00,52.82 | 42.96 | 4.23 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/db/dbformat.cc,269,"}",_ZN7rocksdb9LookupKeyC2ERKNS_5SliceEmPS2_,ldp x29  x30  [sp]  #0x50
100.00,62.91 | 36.42 | 0.66 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,327,"  }",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,ldr x0  [x0  #0xe38]
100.00,93.28 | 6.72 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/memtable/skiplistrep.cc,85,"  void Get(const LookupKey& k, void* callback_args,",_ZN7rocksdb12_GLOBAL__N_111SkipListRep3GetERKNS_9LookupKeyEPvPFbS5_PKcE,ldr x6  [x5]
100.00,77.78 | 19.61 | 2.61 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/db/dbformat.cc,269,"}",_ZN7rocksdb9LookupKeyC2ERKNS_5SliceEmPS2_,ldp x21  x22  [sp  #0x20]
100.00,100.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/usr/include/c++/11/bits/atomic_base.h,796,"	__atomic_store_n(&_M_p, __p, int(__m));",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,stlr x23  [x1]
100.00,90.61 | 8.84 | 0.55 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,898,"      *out_next = next;",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,ldr x0  [sp  #0x70]
100.00,93.41 | 6.59 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,???,0,???,???,???
100.00,45.03 | 54.97 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/memtable/skiplistrep.cc,93,"  }",_ZN7rocksdb12_GLOBAL__N_111SkipListRep3GetERKNS_9LookupKeyEPvPFbS5_PKcE,ldp x29  x30  [sp]  #0x90
100.00,26.15 | 73.85 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,327,"  }",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,ldp x29  x30  [sp]  #0x180
100.00,65.16 | 34.84 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/usr/aarch64-linux-gnu/include/bits/string_fortified.h,29,"  return __builtin___memcpy_chk (__dest, __src, __len,",_ZN7rocksdb9LookupKeyC2ERKNS_5SliceEmPS2_,ldr x1  [x24]
100.00,68.00 | 31.33 | 0.67 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/usr/include/c++/11/bits/random.tcc,466,"    }",_ZNSt23mersenne_twister_engineImLm64ELm312ELm156ELm31ELm13043109905998158313ELm29ELm6148914691236517205ELm17ELm8202884508482404352ELm37ELm18444473444759240704ELm43ELm6364136223846793005EEclEv,ldp x29  x30  [sp]  #0x20
100.00,53.28 | 46.72 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,(null),0,(null),(null),(null)
100.00,64.15 | 35.85 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/usr/include/c++/11/bits/atomic_base.h,820,"	return __atomic_load_n(&_M_p, int(__m));",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldar x0  [x1]
100.00,100.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,912,"    FindSpliceForLevel<true>(key, splice->prev_[i + 1], splice->next_[i + 1], i,",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,stp x2  x1  [sp  #0x68]
87.50,0.00 | 31.43 | 65.71 | 2.86,12.50,0.00 | 20.00 | 80.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,(null),0,(null),(null),(null)
100.00,98.56 | 1.44 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,544,"  const DecodedKey key_decoded = compare_.decode_key(key);",_ZNK7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE18FindGreaterOrEqualEPKcPPNS5_4NodeE,ldr x4  [x0  #0x10]
100.00,96.88 | 1.88 | 0.62 | 0.62,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,305,"                    callback_args->key->user_key())) {",_ZN7rocksdb19ReadBenchmarkThread8callbackEPvPKc,ldr x2  [x3  #0xf40]
100.00,91.18 | 8.82 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,897,"      *out_prev = before;",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE21RecomputeSpliceLevelsERKNS_5SliceEPNS5_6SpliceEi,ldr x0  [sp  #0x68]
99.26,20.74 | 79.26 | 0.00 | 0.00,0.74,0.00 | 100.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,327,"  }",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,ldp x19  x20  [sp  #0x10]
100.00,52.94 | 45.59 | 1.47 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/db/dbformat.cc,269,"}",_ZN7rocksdb9LookupKeyC2ERKNS_5SliceEmPS2_,ldp x23  x24  [sp  #0x30]
100.00,86.58 | 12.75 | 0.67 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,???,0,???,???,???
100.00,85.71 | 8.16 | 4.08 | 2.04,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,(null),0,(null),(null),(null)
100.00,62.14 | 37.86 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/memtable/skiplistrep.cc,93,"  }",_ZN7rocksdb12_GLOBAL__N_111SkipListRep3GetERKNS_9LookupKeyEPvPFbS5_PKcE,ldr x0  [x0  #0xba8]
100.00,92.59 | 7.41 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/util/coding.h,108,"    uint32_t result = *(reinterpret_cast<const unsigned char*>(p));",_ZNK7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE18FindGreaterOrEqualEPKcPPNS5_4NodeE,ldrb w1  [x1]
100.00,82.39 | 17.61 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,309,"  }",_ZN7rocksdb19ReadBenchmarkThread8callbackEPvPKc,ldr x2  [sp  #0x48]
100.00,60.90 | 39.10 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,(null),0,(null),(null),(null)
100.00,52.99 | 40.17 | 6.84 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/db/dbformat.cc,269,"}",_ZN7rocksdb9LookupKeyC2ERKNS_5SliceEmPS2_,ldr x25  [sp  #0x40]
100.00,69.23 | 30.77 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,311,"  void ReadOne() {",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,ldr x1  [x1  #0xe38]
100.00,39.73 | 59.59 | 0.68 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/memtable/skiplistrep.cc,93,"  }",_ZN7rocksdb12_GLOBAL__N_111SkipListRep3GetERKNS_9LookupKeyEPvPFbS5_PKcE,ldp x21  x22  [sp  #0x20]
100.00,51.82 | 48.18 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/db/lookup_key.h,65,"  if (start_ != space_) delete[] start_;",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,ldr x0  [sp  #0x98]
100.00,84.14 | 13.10 | 2.76 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/db/lookup_key.h,31,"    return Slice(start_, static_cast<size_t>(end_ - start_));",_ZN7rocksdb12_GLOBAL__N_111SkipListRep3GetERKNS_9LookupKeyEPvPFbS5_PKcE,ldr x1  [x1]
100.00,86.25 | 13.75 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/usr/include/c++/11/bits/basic_string.h,195,"      { return _M_dataplus._M_p; }",_ZN7rocksdb12_GLOBAL__N_111SkipListRep3GetERKNS_9LookupKeyEPvPFbS5_PKcE,ldr x0  [sp  #0x68]
100.00,84.44 | 14.81 | 0.00 | 0.74,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,309,"  }",_ZN7rocksdb19ReadBenchmarkThread8callbackEPvPKc,ldr x0  [x0  #0xe38]
100.00,49.29 | 50.71 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,327,"  }",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,ldr x2  [sp  #0x178]
100.00,46.36 | 53.64 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,573,"}",_ZNK7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE18FindGreaterOrEqualEPKcPPNS5_4NodeE,ldr x27  [sp  #0x50]
100.00,63.16 | 36.84 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,529,"  return (n != nullptr) && (compare_(n->Key(), key) < 0);",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x3  [x3  #0x10]
100.00,92.41 | 7.59 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/include/rocksdb/slice.h,278,"          (memcmp(x.data(), y.data(), x.size()) == 0));",_ZNK7rocksdb12_GLOBAL__N_122BytewiseComparatorImpl5EqualERKNS_5SliceES4_,ldr x1  [x1]
100.00,98.10 | 1.90 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,(null),0,(null),(null),(null)
100.00,98.61 | 1.39 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/usr/include/c++/11/bits/atomic_base.h,488,"	return __atomic_load_n(&_M_i, int(__m));",_ZNK7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE18FindGreaterOrEqualEPKcPPNS5_4NodeE,ldr w20  [x2]
97.22,94.29 | 5.00 | 0.71 | 0.00,2.78,0.00 | 100.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,322,"    table_->Get(lookup_key, &verify_args, callback);",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,ldr x3  [x3  #0xfc0]
100.00,55.63 | 44.37 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/usr/include/c++/11/bits/basic_string.h,195,"      { return _M_dataplus._M_p; }",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,ldr x0  [sp  #0x78]
100.00,50.77 | 49.23 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/usr/include/c++/11/bits/atomic_base.h,796,"	__atomic_store_n(&_M_p, __p, int(__m));",_ZN7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE6InsertILb0EEEbPKcPNS5_6SpliceEb,ldr x0  [x1  x19]
100.00,100.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/util/comparator.cc,322,"const Comparator* BytewiseComparator() {",_ZN7rocksdb18BytewiseComparatorEv,str x19  [sp  #0x10]
100.00,69.13 | 30.87 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/util/comparator.cc,40,"  bool Equal(const Slice& a, const Slice& b) const override { return a == b; }",_ZNK7rocksdb12_GLOBAL__N_122BytewiseComparatorImpl5EqualERKNS_5SliceES4_,ldp x29  x30  [sp]  #0x10
100.00,17.83 | 82.17 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,573,"}",_ZNK7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE18FindGreaterOrEqualEPKcPPNS5_4NodeE,ldp x29  x30  [sp]  #0x80
100.00,98.66 | 1.34 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,541,"  Node* x = head_;",_ZNK7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE18FindGreaterOrEqualEPKcPPNS5_4NodeE,ldr x25  [x0  #0x18]
98.11,38.46 | 59.62 | 0.00 | 1.92,0.00,0.00 | 0.00 | 0.00 | 0.00,1.89,0.00 | 0.00 | 0.00 | 100.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,255,"    *bytes_written_ += encoded_len;",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldr x1  [x2]
100.00,96.09 | 3.91 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,534,"InlineSkipList<Comparator>::FindGreaterOrEqual(",_ZNK7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE18FindGreaterOrEqualEPKcPPNS5_4NodeE,ldr x4  [x3]
100.00,49.29 | 50.71 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/memtable/skiplistrep.cc,93,"  }",_ZN7rocksdb12_GLOBAL__N_111SkipListRep3GetERKNS_9LookupKeyEPvPFbS5_PKcE,ldp x19  x20  [sp  #0x10]
100.00,32.14 | 67.86 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,573,"}",_ZNK7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE18FindGreaterOrEqualEPKcPPNS5_4NodeE,ldp x23  x24  [sp  #0x30]
99.28,94.20 | 5.80 | 0.00 | 0.00,0.72,0.00 | 100.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,???,0,???,???,???
100.00,47.24 | 52.76 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,323,"    if (verify_args.found) {",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,ldrb w0  [sp  #0x58]
100.00,92.36 | 7.64 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,573,"}",_ZNK7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE18FindGreaterOrEqualEPKcPPNS5_4NodeE,ldr x2  [sp  #0x78]
100.00,0.00 | 95.56 | 4.44 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,242,"    KeyHandle handle = table_->Allocate(encoded_len, &buf);",_ZN7rocksdb19FillBenchmarkThread7FillOneEv,ldr x3  [x3]
100.00,100.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/usr/include/c++/11/bits/random.tcc,413,"	  _M_x[__k] = (_M_x[__k + (__m - __n)] ^ (__y >> 1)",_ZNSt23mersenne_twister_engineImLm64ELm312ELm156ELm31ELm13043109905998158313ELm29ELm6148914691236517205ELm17ELm8202884508482404352ELm37ELm18444473444759240704ELm43ELm6364136223846793005EE11_M_gen_randEv,str x2  [x1  #0x4d8]
96.36,0.00 | 98.11 | 1.89 | 0.00,3.64,0.00 | 0.00 | 100.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,280,"    while ((*threads_done_).load() < (FLAGS_num_threads - 1)) {",_ZNSt6thread11_State_implINS_8_InvokerISt5tupleIJN7rocksdb29ConcurrentFillBenchmarkThreadEEEEEE6_M_runEv,ldr w1  [x20]
100.00,88.10 | 11.11 | 0.79 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,185,"        return rand_->Next() % num_;",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,ldr x4  [sp  #0x80]
84.00,42.86 | 42.86 | 0.00 | 14.29,4.00,0.00 | 100.00 | 0.00 | 0.00,12.00,0.00 | 0.00 | 0.00 | 100.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/memtable/memtablerep_bench.cc,325,"      ++*read_hits_;",_ZN7rocksdb19ReadBenchmarkThread7ReadOneEv,ldr x0  [x1]
100.00,96.27 | 3.73 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,534,"InlineSkipList<Comparator>::FindGreaterOrEqual(",_ZNK7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE18FindGreaterOrEqualEPKcPPNS5_4NodeE,ldr x3  [x3  #0xba8]
100.00,63.38 | 36.62 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/memtable/inlineskiplist.h,573,"}",_ZNK7rocksdb14InlineSkipListIRKNS_11MemTableRep13KeyComparatorEE18FindGreaterOrEqualEPKcPPNS5_4NodeE,ldp x21  x22  [sp  #0x20]
100.00,43.41 | 56.59 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,0.00,0.00 | 0.00 | 0.00 | 0.00,/home/ubuntu/rocksdb/memtable/skiplistrep.cc,93,"  }",_ZN7rocksdb12_GLOBAL__N_111SkipListRep3GetERKNS_9LookupKeyEPvPFbS5_PKcE,ldp x23  x24  [sp  #0x30]
